Wall time,Step,Value
1545580100.5669913,0,0.2262156456708908
1545580130.9172773,1,0.4791666567325592
1545580169.0715306,2,0.6997885704040527
1545580203.3154874,3,0.7666666507720947
1545580236.2383714,4,0.7958333492279053
1545580268.9814932,5,0.8266384601593018
1545580302.4224257,6,0.8770833611488342
1545580334.9525893,7,0.8604166507720947
1545580365.543827,8,0.8900634050369263
1545580404.641858,9,0.8858351111412048
